Gene	CTL_7	CTL_9	SLE_13	SLE_14	sh7278_1	sh7278_2	shNC_1	shNC_2	Symbol	Chr	GeneType	Description
ENSG00000260763.1	0.0	0.0	0.0	0.01	0.02	0.01	0.0	0.0	RP11-445O3.3	chr5	lincRNA	--
ENSG00000141252.19	2.5	3.72	2.28	2.56	3.79	3.68	4.15	3.91	VPS53	chr17	protein_coding	vacuolar protein sorting 53 homolog (S. cerevisiae)
ENSG00000223591.4	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	CENPVP1	chrX	transcribed_processed_pseudogene	centromere protein V pseudogene 1
ENSG00000278311.4	17.61	15.26	18.32	14.87	9.67	12.39	10.84	11.57	GGNBP2	chr17	protein_coding	gametogenetin binding protein 2
ENSG00000169967.16	4.92	1.92	5.75	6.76	2.89	3.65	4.17	3.92	MAP3K2	chr2	protein_coding	mitogen-activated protein kinase kinase kinase 2
ENSG00000269483.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	AC006272.1	chr19	lincRNA	--
ENSG00000255642.1	0.06	0.02	0.04	0.03	0.0	0.0	0.0	0.0	PABPC1P4	chr12	processed_pseudogene	poly(A) binding protein, cytoplasmic 1 pseudogene 4
ENSG00000123427.15	1.04	0.88	0.44	0.55	2.92	3.33	3.43	3.23	METTL21B	chr12	protein_coding	methyltransferase like 21B
ENSG00000107771.15	5.85	3.13	1.5	5.65	3.07	3.75	4.1	3.94	CCSER2	chr10	protein_coding	coiled-coil serine-rich protein 2
ENSG00000221275.1	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	MIR548I2	chr4	miRNA	microRNA 548i-2
ENSG00000207023.1	0.35	0.37	0.0	0.26	0.0	0.19	0.2	0.0	RNU6-975P	chr6	snRNA	RNA, U6 small nuclear 975, pseudogene
ENSG00000170819.4	0.07	0.3	0.21	0.26	1.23	1.23	1.38	1.12	BFSP2	chr3	protein_coding	beaded filament structural protein 2, phakinin
ENSG00000062582.13	45.49	59.26	37.23	49.84	147.57	135.04	129.79	136.51	MRPS24	chr7	protein_coding	mitochondrial ribosomal protein S24
ENSG00000141934.9	0.31	0.29	0.08	0.12	0.04	0.01	0.03	0.04	PPAP2C	chr19	protein_coding	phosphatidic acid phosphatase type 2C
ENSG00000240183.3	0.0	0.4	0.14	0.0	0.0	0.0	0.0	0.0	RN7SL297P	chr2	misc_RNA	RNA, 7SL, cytoplasmic 297, pseudogene
ENSG00000248925.1	0.21	0.22	0.0	0.1	0.59	0.42	0.24	0.44	CTD-2083E4.6	chr5	antisense	--
ENSG00000198108.3	0.0	0.01	0.0	0.1	0.02	0.02	0.02	0.01	CHSY3	chr5	protein_coding	chondroitin sulfate synthase 3
ENSG00000278987.1	0.13	0.28	0.13	0.18	0.14	0.29	0.12	0.17	LA16c-431H6.7	chr16	TEC	--
ENSG00000253519.1	0.1	0.25	0.29	0.09	0.0	0.0	0.01	0.02	AC106801.1	chr5	antisense	--
ENSG00000273059.1	1.43	1.71	0.57	0.51	0.29	0.09	0.1	0.2	XXyac-YX155B6.7	chr1	lincRNA	--
ENSG00000218274.2	0.0	0.05	0.03	0.0	0.0	0.0	0.0	0.0	RP3-407E4.3	chr6	unprocessed_pseudogene	--
ENSG00000072840.12	0.15	0.01	0.05	0.14	0.0	0.0	0.0	0.0	EVC	chr4	protein_coding	Ellis van Creveld protein
ENSG00000259426.5	0.0	0.0	0.0	0.0	0.2	0.11	0.13	0.19	RP11-253M7.1	chr15	antisense	--
ENSG00000150782.11	7.73	8.8	19.32	11.36	0.02	0.05	0.0	0.12	IL18	chr11	protein_coding	interleukin 18
ENSG00000255256.1	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	RP5-916O11.2	chr11	sense_intronic	--
ENSG00000264070.1	0.1	0.11	0.23	0.28	0.9	0.89	0.91	1.41	DND1P1	chr17	processed_pseudogene	dead end homolog 1 pseudogene 1
ENSG00000228294.6	0.0	0.0	0.0	0.0	0.38	0.49	0.37	0.36	BMS1P17	chr14	transcribed_unprocessed_pseudogene	BMS1 ribosome biogenesis factor pseudogene 17
ENSG00000123989.13	1.8	1.77	1.34	1.72	7.63	6.38	6.59	6.3	CHPF	chr2	protein_coding	chondroitin polymerizing factor
ENSG00000234117.2	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	RP11-259P20.1	chr6	antisense	--
ENSG00000204160.11	16.31	13.58	92.8	21.79	12.72	11.04	13.12	12.09	ZDHHC18	chr1	protein_coding	zinc finger, DHHC-type containing 18
ENSG00000215493.3	0.0	0.0	0.0	0.0	0.02	0.01	0.01	0.05	XXbac-B562F10.11	chr22	processed_pseudogene	--
ENSG00000145332.13	2.06	2.4	4.67	2.25	3.71	4.64	4.42	4.62	KLHL8	chr4	protein_coding	kelch-like family member 8
ENSG00000254531.1	3.08	3.77	3.93	2.04	3.11	2.47	2.64	1.96	FLJ20021	chr4	lincRNA	--
ENSG00000234568.3	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	BIN2P1	chr4	processed_pseudogene	bridging integrator 2 pseudogene 1
ENSG00000224969.1	0.31	0.25	0.35	0.46	0.04	0.17	0.13	0.06	RP11-54O7.11	chr1	antisense	--
ENSG00000069399.12	35.52	40.63	123.75	71.14	0.0	0.01	0.01	0.03	BCL3	chr19	protein_coding	B-cell CLL/lymphoma 3
ENSG00000278348.1	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	Metazoa_SRP	chr15	misc_RNA	--
ENSG00000170876.7	15.35	7.83	14.06	15.68	13.56	13.42	13.72	14.32	TMEM43	chr3	protein_coding	transmembrane protein 43
ENSG00000126653.15	8.75	9.59	6.11	6.9	6.52	8.0	8.68	9.25	NSRP1	chr17	protein_coding	nuclear speckle splicing regulatory protein 1
ENSG00000211767.1	10.36	3.15	0.83	4.46	10.13	10.45	9.8	7.61	TRBJ2-3	chr7	TR_J_gene	T cell receptor beta joining 2-3
ENSG00000058056.8	0.65	0.48	0.22	0.6	4.44	4.65	5.19	5.01	USP13	chr3	protein_coding	ubiquitin specific peptidase 13 (isopeptidase T-3)
ENSG00000115677.16	14.23	12.16	16.85	20.1	38.39	37.95	40.93	40.31	HDLBP	chr2	protein_coding	high density lipoprotein binding protein
ENSG00000227313.1	0.04	0.09	0.05	0.03	0.0	0.0	0.0	0.0	RP11-309N24.1	chr10	lincRNA	--
ENSG00000162490.6	0.16	0.57	0.11	0.09	1.99	1.61	2.06	1.73	DRAXIN	chr1	protein_coding	dorsal inhibitory axon guidance protein
ENSG00000047365.11	6.72	2.07	1.6	9.44	1.42	1.91	1.96	1.95	ARAP2	chr4	protein_coding	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
ENSG00000188818.12	0.4	0.25	0.17	0.16	0.32	0.27	0.28	0.29	ZDHHC11	chr5	protein_coding	zinc finger, DHHC-type containing 11
ENSG00000264112.1	2.62	1.46	1.15	3.39	1.41	1.78	1.75	1.13	RP11-159D12.2	chr17	lincRNA	--
ENSG00000107863.16	2.46	1.19	0.69	2.01	3.31	3.76	4.72	4.11	ARHGAP21	chr10	protein_coding	Rho GTPase activating protein 21
ENSG00000254726.2	0.01	0.02	0.01	0.0	6.82	7.43	8.1	6.94	MEX3A	chr1	protein_coding	mex-3 RNA binding family member A
ENSG00000243024.6	0.03	0.02	0.02	0.0	0.15	0.19	0.2	0.15	RPS11P6	chr12	transcribed_processed_pseudogene	ribosomal protein S11 pseudogene 6
ENSG00000224875.2	0.42	0.24	0.0	0.12	0.52	0.27	0.4	0.7	AC083949.1	chr2	antisense	--
ENSG00000251994.1	0.0	0.0	0.29	0.0	0.15	0.28	0.0	0.0	RNU2-27P	chr18	snRNA	RNA, U2 small nuclear 27, pseudogene
ENSG00000018189.12	1.55	1.05	0.55	1.65	5.03	5.91	5.65	6.42	RUFY3	chr4	protein_coding	RUN and FYVE domain containing 3
ENSG00000185046.18	0.01	0.04	0.02	0.04	0.01	0.04	0.03	0.01	ANKS1B	chr12	protein_coding	ankyrin repeat and sterile alpha motif domain containing 1B
ENSG00000156831.7	5.38	4.21	4.38	8.44	11.57	14.98	9.15	11.36	NSMCE2	chr8	protein_coding	non-SMC element 2, MMS21 homolog (S. cerevisiae)
ENSG00000236527.1	0.07	0.0	0.08	0.05	0.0	0.0	0.08	0.0	ARF4P2	chr20	processed_pseudogene	ADP-ribosylation factor 4 pseudogene 2
ENSG00000232874.1	0.08	0.36	0.66	0.19	0.05	0.09	0.05	0.13	RP11-135A1.2	chr3	antisense	--
ENSG00000248690.6	0.0	0.02	0.0	0.0	0.0	0.0	0.01	0.0	HAS2-AS1	chr8	antisense	HAS2 antisense RNA 1
ENSG00000254887.1	2.72	3.05	1.34	1.8	0.22	0.23	0.19	0.04	CTC-378H22.1	chr19	processed_transcript	--
ENSG00000275597.1	0.06	0.0	0.0	0.14	0.0	0.0	0.0	0.0	RP11-1378G18.1	chr2	unprocessed_pseudogene	--
ENSG00000256984.1	0.0	0.11	0.0	0.0	0.24	0.06	0.12	0.25	RP11-551L14.6	chr12	lincRNA	--
ENSG00000250031.1	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	RP11-114M5.1	chr8	processed_pseudogene	--
ENSG00000137055.14	4.49	2.62	4.11	6.72	11.16	12.99	11.43	13.29	PLAA	chr9	protein_coding	phospholipase A2-activating protein
ENSG00000225555.1	0.23	0.0	0.17	0.06	0.57	0.63	0.66	0.79	AP000320.6	chr21	antisense	--
ENSG00000253522.3	0.52	0.17	0.18	0.39	0.02	0.01	0.02	0.0	CTC-231O11.1	chr5	lincRNA	--
ENSG00000231858.5	0.0	0.0	0.0	0.14	0.11	0.0	0.0	0.07	AC067945.4	chr2	processed_transcript	--
ENSG00000172273.12	4.49	4.1	2.48	3.09	6.7	6.28	6.54	6.53	HINFP	chr11	protein_coding	histone H4 transcription factor
ENSG00000188002.10	3.11	1.55	0.74	1.39	2.18	2.18	2.2	1.93	RP11-43F13.1	chr5	transcribed_unprocessed_pseudogene	--
ENSG00000153130.17	1.65	0.68	0.41	1.38	6.01	8.89	6.49	7.24	SCOC	chr4	protein_coding	short coiled-coil protein
ENSG00000255409.1	0.17	0.98	0.26	0.09	0.0	0.03	0.13	0.09	RSF1-IT1	chr11	sense_intronic	RSF1 intronic transcript 1
ENSG00000272677.1	3.56	1.96	1.4	1.63	0.98	1.76	0.94	1.04	RP11-127B20.3	chr4	antisense	--
ENSG00000132010.15	0.77	0.33	1.17	0.65	0.94	1.31	0.94	1.16	ZNF20	chr19	protein_coding	zinc finger protein 20
ENSG00000124568.10	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	SLC17A1	chr6	protein_coding	solute carrier family 17 (organic anion transporter), member 1
ENSG00000229455.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	RPS10P18	chr10	processed_pseudogene	ribosomal protein S10 pseudogene 18
ENSG00000188986.4	16.28	19.23	9.86	17.22	52.0	44.33	50.34	49.44	NELFB	chr9	protein_coding	negative elongation factor complex member B
ENSG00000132570.14	0.97	1.0	0.68	0.99	1.07	1.13	1.1	1.17	PCBD2	chr5	protein_coding	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2
ENSG00000005001.9	0.26	0.39	0.0	0.0	0.0	0.01	0.02	0.02	PRSS22	chr16	protein_coding	protease, serine, 22
ENSG00000281708.1	0.02	0.14	0.06	0.03	0.02	0.02	0.0	0.03	ERC2-IT1	chr3	sense_intronic	ERC2 intronic transcript 1
ENSG00000258851.1	0.0	0.0	0.07	0.0	0.04	0.0	0.0	0.0	RP11-894P9.2	chr14	antisense	--
ENSG00000231252.1	0.03	0.02	0.09	0.02	0.0	0.02	0.01	0.0	RP11-436K8.1	chr1	lincRNA	--
ENSG00000197992.6	0.29	0.53	0.85	0.33	0.02	0.0	0.01	0.02	CLEC9A	chr12	protein_coding	C-type lectin domain family 9, member A
ENSG00000268307.1	0.08	0.0	0.0	0.0	0.0	0.13	0.27	0.19	CTD-2619J13.13	chr19	lincRNA	--
ENSG00000135702.14	0.01	0.02	0.04	0.0	0.03	0.01	0.02	0.03	CHST5	chr16	protein_coding	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5
ENSG00000183508.4	12.79	4.96	2.85	25.41	14.18	15.35	16.16	15.79	FAM46C	chr1	protein_coding	family with sequence similarity 46, member C
ENSG00000121905.9	0.0	0.0	0.0	0.0	0.03	0.04	0.03	0.0	HPCA	chr1	protein_coding	hippocalcin
ENSG00000050767.15	0.06	0.04	0.2	0.12	0.0	0.0	0.0	0.0	COL23A1	chr5	protein_coding	collagen, type XXIII, alpha 1
ENSG00000036549.12	3.25	0.91	0.6	2.29	6.21	7.89	7.23	8.17	ZZZ3	chr1	protein_coding	zinc finger, ZZ-type containing 3
ENSG00000101974.14	2.03	0.68	0.82	2.6	3.71	5.04	4.82	5.29	ATP11C	chrX	protein_coding	ATPase, class VI, type 11C
ENSG00000240452.1	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	RP11-567P17.1	chr3	unprocessed_pseudogene	--
ENSG00000212333.1	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	RNA5SP213	chr6	rRNA	RNA, 5S ribosomal pseudogene 213
ENSG00000120913.23	7.71	8.48	11.52	7.6	3.15	2.96	2.94	2.91	PDLIM2	chr8	protein_coding	PDZ and LIM domain 2 (mystique)
ENSG00000273786.1	0.0	0.0	0.0	0.08	0.12	0.2	0.12	0.25	RP11-133K1.11	chr15	sense_intronic	--
ENSG00000205279.8	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.02	CTXN3	chr5	protein_coding	cortexin 3
ENSG00000186496.10	0.25	0.14	0.62	0.17	0.27	0.32	0.33	0.22	ZNF396	chr18	protein_coding	zinc finger protein 396
ENSG00000279525.1	0.0	0.02	0.03	0.01	0.0	0.01	0.0	0.0	GS1-306C12.1	chr7	TEC	--
ENSG00000231376.1	0.0	0.0	0.0	0.0	0.08	0.0	0.16	0.0	HMGN2P16	chr9	processed_pseudogene	high mobility group nucleosomal binding domain 2 pseudogene 16
ENSG00000278376.1	0.94	1.37	1.0	0.61	0.29	0.44	0.28	0.27	RP11-158I9.8	chr11	lincRNA	--
ENSG00000162825.16	0.42	0.46	0.37	0.36	0.21	0.18	0.21	0.17	NBPF20	chr1	protein_coding	neuroblastoma breakpoint family, member 20
ENSG00000078369.17	81.08	51.92	59.02	99.89	114.95	116.47	124.16	125.28	GNB1	chr1	protein_coding	guanine nucleotide binding protein (G protein), beta polypeptide 1
ENSG00000160999.10	5.27	7.95	23.97	6.13	2.86	2.39	2.84	2.59	SH2B2	chr7	protein_coding	SH2B adaptor protein 2
ENSG00000260895.1	0.0	0.0	0.2	0.04	0.03	0.06	0.1	0.09	RP11-554A11.7	chr11	lincRNA	--
ENSG00000104177.17	0.36	0.14	0.13	0.47	3.99	5.28	5.26	5.11	MYEF2	chr15	protein_coding	myelin expression factor 2
ENSG00000101890.4	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	GUCY2F	chrX	protein_coding	guanylate cyclase 2F, retinal
ENSG00000201533.1	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	RN7SKP237	chr4	misc_RNA	RNA, 7SK small nuclear pseudogene 237
ENSG00000087086.13	2979.82	3717.12	6417.56	3272.14	446.82	393.88	402.8	409.67	FTL	chr19	protein_coding	ferritin, light polypeptide
ENSG00000175202.3	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	HIGD2B	chr15	protein_coding	HIG1 hypoxia inducible domain family, member 2B
ENSG00000279839.1	0.0	0.06	0.05	0.0	0.01	0.0	0.0	0.0	RP11-193J6.1	chr1	TEC	--
ENSG00000101343.14	3.78	2.58	2.99	5.68	11.76	16.0	12.12	15.22	CRNKL1	chr20	protein_coding	crooked neck pre-mRNA splicing factor 1
ENSG00000231453.1	0.01	0.02	0.17	0.01	0.01	0.07	0.03	0.0	LINC01305	chr2	lincRNA	long intergenic non-protein coding RNA 1305
ENSG00000223751.1	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	AC116609.2	chr2	lincRNA	--
ENSG00000230948.1	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	AP001331.1	chr8	processed_pseudogene	--
ENSG00000176783.14	13.49	11.35	11.67	13.96	10.18	11.33	9.14	11.03	RUFY1	chr5	protein_coding	RUN and FYVE domain containing 1
ENSG00000255252.3	0.48	0.0	0.0	0.18	0.96	0.92	0.83	0.96	RP1-65P5.3	chr11	antisense	--
ENSG00000124091.9	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	GCNT7	chr20	protein_coding	glucosaminyl (N-acetyl) transferase family member 7
ENSG00000213045.3	0.0	0.0	0.08	0.0	0.0	0.11	0.0	0.0	RP11-532L16.1	chr1	processed_pseudogene	--
ENSG00000178187.7	0.02	0.42	0.09	0.05	0.09	0.05	0.02	0.01	ZNF454	chr5	protein_coding	zinc finger protein 454
ENSG00000233783.7	0.03	0.0	0.12	0.01	0.0	0.03	0.02	0.01	AP001442.2	chr21	processed_transcript	--
ENSG00000116731.22	7.3	3.79	4.68	6.65	4.13	4.45	4.99	4.56	PRDM2	chr1	protein_coding	PR domain containing 2, with ZNF domain
ENSG00000062725.9	2.95	1.4	1.44	2.39	4.81	5.91	5.76	6.04	APPBP2	chr17	protein_coding	amyloid beta precursor protein (cytoplasmic tail) binding protein 2
ENSG00000207022.1	0.29	3.12	0.0	0.0	0.0	0.0	0.0	0.23	SNORA51	chr1	snoRNA	small nucleolar RNA, H/ACA box 51
ENSG00000265489.1	0.04	0.11	0.09	0.02	0.0	0.0	0.01	0.02	RP11-1090M7.1	chr17	antisense	--
ENSG00000257017.8	2.42	5.43	25.85	27.3	0.0	0.0	0.0	0.0	HP	chr16	protein_coding	haptoglobin
ENSG00000181798.2	0.14	0.09	0.19	0.09	0.61	0.6	0.81	0.92	LINC00471	chr2	lincRNA	long intergenic non-protein coding RNA 471
ENSG00000141161.11	0.15	0.05	0.01	0.12	0.02	0.01	0.01	0.01	UNC45B	chr17	protein_coding	unc-45 homolog B (C. elegans)
ENSG00000266237.1	0.04	0.14	0.1	0.07	0.05	0.0	0.0	0.07	RP11-25D3.1	chr18	sense_intronic	--
ENSG00000258967.1	0.36	0.52	0.27	0.82	0.07	0.13	0.14	0.0	HMGN1P3	chr14	processed_pseudogene	high mobility group nucleosome binding domain 1 pseudogene 3
ENSG00000248302.3	0.07	0.0	0.04	0.0	0.02	0.06	0.08	0.03	BNIP3P41	chr4	transcribed_processed_pseudogene	BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 41
ENSG00000186472.19	0.0	0.0	0.0	0.0	0.02	0.02	0.02	0.02	PCLO	chr7	protein_coding	piccolo presynaptic cytomatrix protein
ENSG00000222051.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	RNU6-1165P	chr10	snRNA	RNA, U6 small nuclear 1165, pseudogene
ENSG00000234661.2	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	CHL1-AS1	chr3	antisense	CHL1 antisense RNA 1
ENSG00000216035.1	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MIR938	chr10	miRNA	microRNA 938
ENSG00000212935.1	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	KRTAP10-3	chr21	protein_coding	keratin associated protein 10-3
ENSG00000176700.19	1.24	1.04	0.7	0.91	1.82	1.8	1.68	1.81	SCAND2P	chr15	transcribed_unprocessed_pseudogene	SCAN domain containing 2 pseudogene
ENSG00000181358.3	0.0	0.0	0.0	0.0	0.01	0.02	0.0	0.0	CTAGE10P	chr13	processed_pseudogene	CTAGE family, member 10, pseudogene
ENSG00000196208.13	0.05	0.08	0.05	0.03	0.36	0.39	0.45	0.38	GREB1	chr2	protein_coding	growth regulation by estrogen in breast cancer 1
ENSG00000268186.1	0.0	0.0	0.0	0.0	0.24	0.09	0.0	0.13	CTC-241F20.4	chr19	lincRNA	--
ENSG00000271871.1	0.42	0.65	0.26	0.26	0.13	0.12	0.24	0.15	AC005740.6	chr5	antisense	--
ENSG00000130489.12	86.11	112.5	114.21	160.71	17.57	17.55	14.08	16.11	SCO2	chr22	protein_coding	SCO2 cytochrome c oxidase assembly protein
ENSG00000172426.15	0.08	0.04	0.23	0.1	1.56	1.0	0.99	1.1	RSPH9	chr6	protein_coding	radial spoke head 9 homolog (Chlamydomonas)
ENSG00000197576.13	0.17	0.29	0.07	0.16	0.17	0.27	0.13	0.18	HOXA4	chr7	protein_coding	homeobox A4
ENSG00000261684.1	0.09	0.14	0.14	0.1	0.54	0.47	0.44	0.61	RP11-265N6.1	chr15	antisense	--
ENSG00000277803.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	RP11-747E23.1	chr11	processed_pseudogene	--
ENSG00000268598.1	0.0	0.0	0.0	0.0	0.12	0.06	0.12	0.0	VN1R80P	chr19	unprocessed_pseudogene	vomeronasal 1 receptor 80 pseudogene
ENSG00000224144.1	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	ASH2LP1	chr22	processed_pseudogene	ash2 (absent, small, or homeotic)-like (Drosophila) pseudogene 1
ENSG00000231217.1	0.21	0.0	0.0	0.0	0.08	0.11	0.04	0.0	RP11-1M18.1	chrX	lincRNA	--
ENSG00000273344.1	4.73	3.58	1.92	2.74	5.01	5.09	4.76	4.28	PAXIP1-AS1	chr7	lincRNA	PAXIP1 antisense RNA 1 (head to head)
ENSG00000184515.10	3.12	3.61	0.58	0.64	12.03	12.73	10.52	12.45	BEX5	chrX	protein_coding	brain expressed, X-linked 5
ENSG00000254786.1	0.06	0.03	0.04	0.05	0.0	0.0	0.0	0.0	RP11-142C4.5	chr11	unprocessed_pseudogene	--
ENSG00000183779.6	5.83	3.92	0.56	0.94	0.57	0.49	0.58	0.6	ZNF703	chr8	protein_coding	zinc finger protein 703
ENSG00000029559.6	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	IBSP	chr4	protein_coding	integrin-binding sialoprotein
ENSG00000206140.9	0.48	0.52	0.81	0.28	0.26	0.27	0.21	0.25	TMEM191C	chr22	lincRNA	transmembrane protein 191C
ENSG00000036448.9	33.02	0.35	0.11	0.64	0.44	0.45	0.54	0.57	MYOM2	chr8	protein_coding	myomesin 2
ENSG00000246273.6	0.51	0.35	0.12	0.34	2.21	2.7	2.39	2.73	SBF2-AS1	chr11	antisense	SBF2 antisense RNA 1
ENSG00000227329.2	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.17	RP11-258C19.4	chrX	processed_pseudogene	--
ENSG00000143149.12	11.15	6.78	5.42	19.83	18.89	20.08	19.23	20.25	ALDH9A1	chr1	protein_coding	aldehyde dehydrogenase 9 family, member A1
ENSG00000134247.9	0.17	0.3	0.08	0.23	0.04	0.06	0.05	0.02	PTGFRN	chr1	protein_coding	prostaglandin F2 receptor inhibitor
ENSG00000164556.7	0.43	0.07	0.26	0.39	0.03	0.04	0.04	0.0	FAM183B	chr7	processed_pseudogene	family with sequence similarity 183, member B
ENSG00000233605.2	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	AC073628.1	chr2	lincRNA	--
ENSG00000105711.10	0.81	1.6	3.85	0.69	0.07	0.07	0.07	0.06	SCN1B	chr19	protein_coding	sodium channel, voltage gated, type I beta subunit
ENSG00000172780.16	9.81	6.07	19.1	8.93	11.3	9.5	11.91	9.92	RAB43	chr3	protein_coding	RAB43, member RAS oncogene family
ENSG00000094975.13	3.78	1.95	1.73	5.64	3.48	4.55	4.72	4.64	SUCO	chr1	protein_coding	SUN domain containing ossification factor
ENSG00000160963.13	0.0	1.12	0.0	0.0	0.01	0.0	0.03	0.02	COL26A1	chr7	protein_coding	collagen, type XXVI, alpha 1
ENSG00000228376.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	GAS2L1P2	chr9	transcribed_processed_pseudogene	growth arrest-specific 2 like 1 pseudogene 2
ENSG00000168209.4	48.68	53.6	109.42	123.67	28.68	25.92	25.83	26.11	DDIT4	chr10	protein_coding	DNA-damage-inducible transcript 4
ENSG00000168811.6	1.19	0.33	0.27	1.45	0.0	0.0	0.0	0.0	IL12A	chr3	protein_coding	interleukin 12A
ENSG00000205622.9	0.0	0.01	0.01	0.02	0.21	0.25	0.22	0.24	AF064858.6	chr21	lincRNA	--
ENSG00000203791.13	1.51	1.03	0.59	1.64	1.81	2.45	1.91	2.04	METTL10	chr10	protein_coding	methyltransferase like 10
ENSG00000112294.12	1.25	0.81	0.38	0.9	9.4	10.36	11.08	10.87	ALDH5A1	chr6	protein_coding	aldehyde dehydrogenase 5 family, member A1
ENSG00000273125.1	0.0	0.03	0.0	0.0	0.0	0.01	0.0	0.0	RP11-115H18.1	chr3	lincRNA	--
ENSG00000245680.9	1.05	0.62	0.46	0.53	0.0	0.01	0.0	0.0	ZNF585B	chr19	protein_coding	zinc finger protein 585B
ENSG00000224789.1	0.0	0.0	0.0	0.19	0.14	0.27	0.04	0.0	AC012363.4	chr2	antisense	--
ENSG00000073670.13	0.08	0.08	0.1	0.08	0.72	0.66	0.74	0.61	ADAM11	chr17	protein_coding	ADAM metallopeptidase domain 11
ENSG00000224638.1	0.08	0.51	2.51	0.42	0.05	0.0	0.0	0.0	AC106900.6	chr2	lincRNA	--
ENSG00000263812.5	0.02	0.02	0.05	0.01	0.0	0.0	0.03	0.0	LINC00908	chr18	lincRNA	long intergenic non-protein coding RNA 908
ENSG00000188266.13	0.23	0.19	0.11	0.09	1.27	1.24	1.24	1.13	HYKK	chr15	protein_coding	hydroxylysine kinase
ENSG00000263214.1	0.77	0.89	0.23	0.38	0.34	0.36	0.43	0.42	ZNF205-AS1	chr16	antisense	ZNF205 antisense RNA 1
ENSG00000267090.1	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	AC005789.9	chr19	antisense	--
ENSG00000188529.14	13.46	5.87	3.6	15.59	21.7	26.37	22.88	26.29	SRSF10	chr1	protein_coding	serine/arginine-rich splicing factor 10
ENSG00000109270.12	3.66	1.6	2.89	6.07	4.83	6.73	4.77	5.51	LAMTOR3	chr4	protein_coding	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
ENSG00000184990.12	17.64	21.64	16.12	20.2	280.57	262.65	216.61	258.12	SIVA1	chr14	protein_coding	SIVA1, apoptosis-inducing factor
ENSG00000164597.13	2.95	1.56	1.2	2.7	4.32	5.46	4.74	5.53	COG5	chr7	protein_coding	component of oligomeric golgi complex 5
ENSG00000222112.1	0.24	0.26	0.41	0.46	0.14	0.2	0.35	0.19	RN7SKP16	chr1	misc_RNA	RNA, 7SK small nuclear pseudogene 16
ENSG00000227189.2	0.02	0.0	0.02	0.05	0.11	0.15	0.13	0.15	AC092535.3	chr4	antisense	--
ENSG00000139173.9	0.46	0.36	0.06	0.26	0.17	0.21	0.29	0.31	TMEM117	chr12	protein_coding	transmembrane protein 117
ENSG00000267618.5	0.6	0.42	0.15	0.62	5.21	4.86	4.93	5.65	RAD51L3-RFFL	chr17	protein_coding	--
ENSG00000074755.14	5.96	4.01	4.56	6.1	6.68	6.11	7.51	6.79	ZZEF1	chr17	protein_coding	zinc finger, ZZ-type with EF-hand domain 1
ENSG00000253047.1	0.6	0.64	0.34	0.23	0.17	0.33	0.0	0.24	SNORA40	chr1	snoRNA	small nucleolar RNA, H/ACA box 40
ENSG00000263276.1	1.84	1.2	0.57	0.52	0.17	0.12	0.14	0.09	RP11-96D1.10	chr16	sense_overlapping	--
ENSG00000229172.1	0.08	0.26	0.09	0.07	0.01	0.0	0.01	0.02	AC073065.3	chr2	processed_pseudogene	--
