Gene	CTL_7	CTL_9	SLE_13	SLE_14	sh7278_1	sh7278_2	shNC_1	shNC_2	Symbol	Chr	GeneType	Description
ENSG00000167720.12	54	25	22	120	935	1087	882	705	SRR	chr17	protein_coding	serine racemase
ENSG00000215930.1	0	0	0	0	0	1	1	0	MIR942	chr1	miRNA	microRNA 942
ENSG00000266903.1	3	2	6	6	2	1	1	1	CTB-171A8.1	chr19	antisense	--
ENSG00000229694.6	1	0	0	2	0	2	5	0	RP11-305L7.6	chr9	lincRNA	--
ENSG00000109790.16	329	189	95	514	431	591	500	414	KLHL5	chr4	protein_coding	kelch-like family member 5
ENSG00000260426.1	0	0	0	0	0	0	3	0	RP5-912I13.1	chr7	sense_overlapping	--
ENSG00000122386.10	38	65	14	35	4	5	0	3	ZNF205	chr16	protein_coding	zinc finger protein 205
ENSG00000261707.1	0	0	0	0	6	4	2	1	RP11-264M12.2	chr16	antisense	--
ENSG00000271959.1	7	8	7	1	0	0	0	0	CTD-3064M3.7	chr8	antisense	--
ENSG00000038210.12	281	87	72	583	852	1201	924	742	PI4K2B	chr4	protein_coding	phosphatidylinositol 4-kinase type 2 beta
ENSG00000111641.10	1103	1036	736	1124	6091	5661	5689	3887	NOP2	chr12	protein_coding	NOP2 nucleolar protein
ENSG00000276101.1	4	11	7	6	93	78	81	49	RP11-455O6.8	chr17	antisense	--
ENSG00000186051.6	0	1	1	1	10	7	4	6	TAL2	chr9	protein_coding	T-cell acute lymphocytic leukemia 2
ENSG00000163219.11	2822	1994	3488	3452	371	451	427	336	ARHGAP25	chr2	protein_coding	Rho GTPase activating protein 25
ENSG00000170921.14	218	146	214	161	815	897	989	687	TANC2	chr17	protein_coding	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
ENSG00000264735.1	0	0	0	0	2	2	0	0	RP11-498C9.17	chr17	lincRNA	--
ENSG00000151893.14	1074	849	1557	1622	3028	3678	3528	2612	CACUL1	chr10	protein_coding	CDK2-associated, cullin domain 1
ENSG00000236104.2	814	584	430	786	1016	993	1100	733	ZBTB22	chr6	protein_coding	zinc finger and BTB domain containing 22
ENSG00000188599.17	432	468	171	315	273	295	338	228	NPIPP1	chr16	transcribed_unprocessed_pseudogene	nuclear pore complex interacting protein pseudogene 1
ENSG00000266560.5	0	0	0	0	1	0	0	0	RP11-1007I13.4	chrX	processed_transcript	--
ENSG00000253554.5	0	0	0	2	3	1	3	0	RP11-32K4.1	chr8	antisense	--
ENSG00000264599.2	2	3	1	3	0	0	1	1	AC124074.1	chr8	miRNA	--
ENSG00000173114.12	377	186	41	89	2	0	0	0	LRRN3	chr7	protein_coding	leucine rich repeat neuronal 3
ENSG00000120437.8	429	329	117	847	12348	13230	11668	9133	ACAT2	chr6	protein_coding	acetyl-CoA acetyltransferase 2
ENSG00000165118.14	80	41	26	115	848	988	814	657	C9orf64	chr9	protein_coding	chromosome 9 open reading frame 64
ENSG00000225347.1	0	0	0	0	0	0	0	2	SLC25A5P8	chr9	processed_pseudogene	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 pseudogene 8
ENSG00000280247.1	2	2	1	1	8	10	6	7	AC005578.3	chr19	TEC	--
ENSG00000188365.3	0	1	0	0	2	2	1	1	AC092171.2	chr7	antisense	--
ENSG00000240854.1	3	2	0	0	0	0	0	0	RP11-64K7.1	chr3	processed_pseudogene	--
ENSG00000248092.7	735	1170	1293	666	1013	1268	1117	824	NNT-AS1	chr5	antisense	NNT antisense RNA 1
ENSG00000219902.1	0	0	0	0	2	3	1	6	RPL35P3	chr6	processed_pseudogene	ribosomal protein L35 pseudogene 3
ENSG00000112796.9	86	15	4	29	3	2	3	3	ENPP5	chr6	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)
ENSG00000241360.1	415	388	164	567	6168	5757	5748	4269	PDXP	chr22	protein_coding	pyridoxal (pyridoxine, vitamin B6) phosphatase
ENSG00000171262.11	257	192	86	656	3833	5362	4402	3599	FAM98B	chr15	protein_coding	family with sequence similarity 98, member B
ENSG00000272354.1	2	3	0	4	0	0	2	0	RP11-307L14.2	chr5	lincRNA	--
ENSG00000070010.18	786	754	742	1578	4884	5246	4311	3366	UFD1L	chr22	protein_coding	ubiquitin fusion degradation 1 like (yeast)
ENSG00000149557.12	52	104	7	3	17	9	10	11	FEZ1	chr11	protein_coding	fasciculation and elongation protein zeta 1 (zygin I)
ENSG00000279999.1	1	0	0	0	0	0	0	0	AL353997.3	chr17	processed_transcript	--
ENSG00000274800.1	0	1	0	0	0	0	0	0	AC007204.3	chr19	unprocessed_pseudogene	--
ENSG00000154556.17	5	4	5	4	196	229	167	159	SORBS2	chr4	protein_coding	sorbin and SH3 domain containing 2
ENSG00000137200.12	1366	853	481	2466	4003	3645	3977	2658	CMTR1	chr6	protein_coding	cap methyltransferase 1
ENSG00000222777.1	5	19	14	6	5	2	3	1	RNU6-233P	chr17	snRNA	RNA, U6 small nuclear 233, pseudogene
ENSG00000157992.12	66	58	33	32	16	13	11	11	KRTCAP3	chr2	protein_coding	keratinocyte associated protein 3
ENSG00000240373.1	0	1	3	0	0	0	0	0	SEC62-AS1	chr3	antisense	SEC62 antisense RNA 1
ENSG00000240877.3	0	1	0	3	8	8	8	4	RN7SL521P	chr7	misc_RNA	RNA, 7SL, cytoplasmic 521, pseudogene
ENSG00000216378.1	0	0	0	0	3	1	0	0	RP3-344J20.1	chr6	processed_pseudogene	--
ENSG00000232872.2	0	0	0	0	5	3	3	0	CTAGE3P	chr13	processed_pseudogene	CTAGE family, member 3, pseudogene
ENSG00000196663.15	295	180	966	667	1041	914	1133	645	TECPR2	chr14	protein_coding	tectonin beta-propeller repeat containing 2
ENSG00000253263.1	1	4	6	0	0	1	2	0	KB-1507C5.3	chr8	lincRNA	--
ENSG00000266698.1	4	1	1	6	0	0	0	0	MIR3945	chr4	miRNA	microRNA 3945
ENSG00000175711.8	118	197	301	191	580	606	562	426	B3GNTL1	chr17	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1
ENSG00000237424.1	119	86	41	284	398	393	476	287	FOXD2-AS1	chr1	antisense	FOXD2 antisense RNA 1 (head to head)
ENSG00000248730.1	1	0	0	0	0	0	0	0	EGFLAM-AS4	chr5	antisense	EGFLAM antisense RNA 4
ENSG00000120837.7	337	142	102	504	1426	1907	1442	1191	NFYB	chr12	protein_coding	nuclear transcription factor Y, beta
ENSG00000181744.8	344	85	89	801	568	731	647	489	C3orf58	chr3	protein_coding	chromosome 3 open reading frame 58
ENSG00000152952.11	9	2	0	9	1	0	1	0	PLOD2	chr3	protein_coding	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
ENSG00000253321.1	0	0	0	0	2	0	2	0	RP11-61G23.2	chr5	lincRNA	--
ENSG00000269469.1	895	1432	282	648	39	38	39	25	CTD-3148I10.9	chr19	protein_coding	--
ENSG00000253736.1	0	1	3	2	0	2	1	1	RP11-779O18.3	chr5	antisense	--
ENSG00000122971.8	362	480	249	501	1714	1510	1436	1076	ACADS	chr12	protein_coding	acyl-CoA dehydrogenase, C-2 to C-3 short chain
ENSG00000129219.13	402	500	348	549	314	315	264	207	PLD2	chr17	protein_coding	phospholipase D2
ENSG00000171425.9	847	1273	733	1081	1417	1297	1325	890	ZNF581	chr19	protein_coding	zinc finger protein 581
ENSG00000243273.1	3	4	71	13	0	0	0	0	RP11-166N6.2	chr3	antisense	--
ENSG00000003756.16	2434	1630	1860	2840	3272	3477	3416	2473	RBM5	chr3	protein_coding	RNA binding motif protein 5
ENSG00000278351.1	2	2	1	0	0	1	0	0	RP11-139E19.3	chr12	sense_intronic	--
ENSG00000277988.1	1	1	0	0	0	0	0	0	KIAA0125P1	chr15	unprocessed_pseudogene	KIAA0125 pseudogene 1
ENSG00000074582.12	496	533	240	411	1008	967	1005	725	BCS1L	chr2	protein_coding	BC1 (ubiquinol-cytochrome c reductase) synthesis-like
ENSG00000117114.19	1	0	8	8	2	0	1	1	ADGRL2	chr1	protein_coding	adhesion G protein-coupled receptor L2
ENSG00000259156.7	0	1	0	0	5	12	9	5	CHEK2P2	chr15	transcribed_unprocessed_pseudogene	checkpoint kinase 2 pseudogene 2
ENSG00000104957.13	1412	1999	1029	1098	1186	1088	1072	734	CCDC130	chr19	protein_coding	coiled-coil domain containing 130
ENSG00000013016.14	219	153	187	196	173	171	198	126	EHD3	chr2	protein_coding	EH-domain containing 3
ENSG00000238268.2	109	27	10	58	0	0	0	0	RP11-229P13.19	chr9	lincRNA	--
ENSG00000074211.13	3	0	0	0	13	11	14	6	PPP2R2C	chr4	protein_coding	protein phosphatase 2, regulatory subunit B, gamma
ENSG00000199121.3	0	1	0	1	0	0	0	0	MIR26B	chr2	miRNA	microRNA 26b
ENSG00000107018.7	5	4	0	7	1	0	0	1	RLN1	chr9	protein_coding	relaxin 1
ENSG00000125812.15	465	219	325	826	1118	1335	1132	929	GZF1	chr20	protein_coding	GDNF-inducible zinc finger protein 1
ENSG00000266835.5	0	3	4	0	0	3	0	0	GAPLINC	chr18	lincRNA	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA
ENSG00000214389.2	44	50	17	35	31	24	28	41	RPS3AP26	chr7	processed_pseudogene	ribosomal protein S3a pseudogene 26
ENSG00000278876.1	4	4	6	2	20	8	7	6	RP11-498C9.4	chr17	TEC	--
ENSG00000264772.5	11399	9047	8609	14711	218	236	241	162	RP11-186B7.4	chr17	processed_transcript	--
ENSG00000233754.1	2	0	1	0	0	0	0	0	AP001628.7	chr21	lincRNA	--
ENSG00000251331.6	1	3	0	4	0	0	1	0	RP11-689K5.3	chr4	lincRNA	--
ENSG00000105383.14	1548	1104	1126	2111	1	2	0	1	CD33	chr19	protein_coding	CD33 molecule
ENSG00000209702.1	0	1	0	0	0	0	0	0	SNORD41	chr19	snoRNA	small nucleolar RNA, C/D box 41
ENSG00000025156.12	487	170	80	529	1246	1780	1295	1124	HSF2	chr6	protein_coding	heat shock transcription factor 2
ENSG00000169548.3	0	0	0	0	0	2	5	2	ZNF280A	chr22	protein_coding	zinc finger protein 280A
ENSG00000250189.2	1	3	5	5	0	0	0	0	RP11-362F19.2	chr4	processed_pseudogene	--
ENSG00000280039.1	6	17	7	11	6	5	5	3	RN7SKP23	chr16	TEC	RNA, 7SK small nuclear pseudogene 23
ENSG00000252361.1	18	13	30	22	1	2	1	1	RNU6-118P	chr11	snRNA	RNA, U6 small nuclear 118, pseudogene
ENSG00000143977.13	860	551	412	1968	8022	8980	6965	5559	SNRPG	chr2	protein_coding	small nuclear ribonucleoprotein polypeptide G
ENSG00000259793.1	18	34	23	19	1	2	2	1	RP11-400N9.1	chr2	antisense	--
ENSG00000158639.11	2	3	0	0	21	22	16	16	PAGE5	chrX	protein_coding	P antigen family, member 5 (prostate associated)
ENSG00000157211.10	3	2	1	1	4	6	7	2	CDCP2	chr1	protein_coding	CUB domain containing protein 2
ENSG00000182223.7	0	0	0	0	0	0	1	0	ZAR1	chr4	protein_coding	zygote arrest 1
ENSG00000257228.5	0	1	0	0	7	3	0	3	RP11-413B19.2	chr12	antisense	--
ENSG00000159860.6	10	8	3	21	11	4	5	4	TCAF2P1	chr7	unprocessed_pseudogene	TRPM8 channel-associated factor 2 pseudogene 1
ENSG00000281780.1	6	5	1	6	4	4	3	6	snoZ196	chr2	snoRNA	--
ENSG00000228486.9	45	86	37	19	18	27	26	15	LINC01125	chr2	antisense	long intergenic non-protein coding RNA 1125
ENSG00000089220.4	3446	3533	1126	2975	14018	14211	13576	9760	PEBP1	chr12	protein_coding	phosphatidylethanolamine binding protein 1
ENSG00000058272.15	2616	2214	2189	3555	2452	3489	3349	2573	PPP1R12A	chr12	protein_coding	protein phosphatase 1, regulatory subunit 12A
ENSG00000168748.13	0	0	0	0	1	2	0	1	CA7	chr16	protein_coding	carbonic anhydrase VII
ENSG00000157227.12	33	43	22	57	44	37	22	15	MMP14	chr14	protein_coding	matrix metallopeptidase 14 (membrane-inserted)
ENSG00000260132.1	0	0	0	0	2	2	4	1	LA16c-312E8.2	chr16	antisense	--
ENSG00000265303.1	90	40	50	105	127	146	142	110	CTD-2510F5.6	chr17	protein_coding	--
ENSG00000163833.7	0	4	1	0	2	2	5	1	FBXO40	chr3	protein_coding	F-box protein 40
ENSG00000260498.5	0	0	0	0	41	27	40	38	RP4-536B24.4	chr16	lincRNA	--
ENSG00000130818.10	286	348	393	379	709	874	863	577	ZNF426	chr19	protein_coding	zinc finger protein 426
ENSG00000199545.1	2	0	0	1	1	2	1	0	RNA5SP195	chr5	rRNA	RNA, 5S ribosomal pseudogene 195
ENSG00000136942.14	18567	27148	8266	17323	58184	59322	44424	38575	RPL35	chr9	protein_coding	ribosomal protein L35
ENSG00000249691.1	0	0	1	0	0	0	0	0	RP11-445J14.1	chr3	processed_pseudogene	--
ENSG00000171695.10	9	8	1	4	102	112	105	101	LKAAEAR1	chr20	protein_coding	LKAAEAR motif containing 1
ENSG00000182795.12	14	7	8	15	15	9	8	4	C1orf116	chr1	protein_coding	chromosome 1 open reading frame 116
ENSG00000101782.14	1588	680	929	3499	1268	1579	1400	1131	RIOK3	chr18	protein_coding	RIO kinase 3
ENSG00000105963.13	1646	2097	2059	2745	93	70	102	67	ADAP1	chr7	protein_coding	ArfGAP with dual PH domains 1
ENSG00000231231.5	0	2	0	1	0	0	0	0	LINC01423	chr21	lincRNA	long intergenic non-protein coding RNA 1423
ENSG00000132635.16	2371	2877	1030	1393	629	556	659	386	PCED1A	chr20	protein_coding	PC-esterase domain containing 1A
ENSG00000248568.1	5	7	2	4	0	0	0	0	KRT8P48	chr5	processed_pseudogene	keratin 8 pseudogene 48
ENSG00000265293.2	0	0	0	0	0	0	0	1	ARGFXP2	chr17	processed_pseudogene	arginine-fifty homeobox pseudogene 2
ENSG00000280153.1	845	464	106	400	5	4	2	1	RP11-876N24.3	chr16	TEC	--
ENSG00000211888.2	5	0	0	2	2	4	5	3	TRAJ1	chr14	TR_J_gene	T cell receptor alpha joining 1 (non-functional)
ENSG00000127527.13	914	1058	2037	1698	1989	1975	2236	1439	EPS15L1	chr19	protein_coding	epidermal growth factor receptor pathway substrate 15-like 1
ENSG00000226438.1	0	0	0	0	1	1	1	1	RP11-420K8.1	chr1	antisense	--
ENSG00000158874.11	1	0	0	1	0	0	0	0	APOA2	chr1	protein_coding	apolipoprotein A-II
ENSG00000246283.2	1	1	1	9	13	12	10	11	CTD-2036P10.3	chr15	lincRNA	--
ENSG00000230064.1	0	1	0	0	0	0	0	0	RP11-244N20.7	chr9	processed_pseudogene	--
ENSG00000206698.1	0	0	0	0	1	2	1	0	RNU1-73P	chr5	snRNA	RNA, U1 small nuclear 73, pseudogene
ENSG00000204130.12	225	90	86	218	245	335	279	267	RUFY2	chr10	protein_coding	RUN and FYVE domain containing 2
ENSG00000108352.11	122	148	310	139	250	295	336	207	RAPGEFL1	chr17	protein_coding	Rap guanine nucleotide exchange factor (GEF)-like 1
ENSG00000082293.12	20	10	3	16	1	0	0	0	COL19A1	chr6	protein_coding	collagen, type XIX, alpha 1
ENSG00000089048.14	469	585	195	433	1138	1557	1239	1150	ESF1	chr20	protein_coding	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)
ENSG00000220848.4	36	56	68	37	13	18	15	14	RPS18P9	chr6	processed_pseudogene	ribosomal protein S18 pseudogene 9
ENSG00000100299.17	1473	1329	1406	1658	656	618	591	397	ARSA	chr22	protein_coding	arylsulfatase A
ENSG00000263432.2	1	1	0	0	0	0	0	0	RN7SL689P	chr5	misc_RNA	RNA, 7SL, cytoplasmic 689, pseudogene
ENSG00000110395.4	1015	305	433	1289	4075	4187	4765	3092	CBL	chr11	protein_coding	Cbl proto-oncogene, E3 ubiquitin protein ligase
ENSG00000141577.13	210	369	148	243	1578	1451	1583	992	CEP131	chr17	protein_coding	centrosomal protein 131kDa
ENSG00000059573.8	518	220	102	1027	6844	6036	7406	4979	ALDH18A1	chr10	protein_coding	aldehyde dehydrogenase 18 family, member A1
ENSG00000239827.8	7	1	0	20	21	29	36	13	SUGT1P3	chr13	transcribed_unprocessed_pseudogene	SUGT1 pseudogene 3
ENSG00000136160.14	1	0	3	4	0	0	0	0	EDNRB	chr13	protein_coding	endothelin receptor type B
ENSG00000123124.13	1082	323	135	1363	984	1398	1111	879	WWP1	chr8	protein_coding	WW domain containing E3 ubiquitin protein ligase 1
ENSG00000272068.1	1	9	4	8	12	27	16	7	RP11-284F21.9	chr1	lincRNA	--
ENSG00000265991.1	0	0	0	0	0	0	1	0	MIR4519	chr16	miRNA	microRNA 4519
ENSG00000261449.1	0	0	0	1	0	0	0	0	RP11-589C21.5	chr8	antisense	--
ENSG00000159761.14	74	124	71	113	178	152	156	126	C16orf86	chr16	protein_coding	chromosome 16 open reading frame 86
ENSG00000233297.4	8	3	7	3	20	12	26	7	RASA4DP	chr7	unprocessed_pseudogene	RAS p21 protein activator 4CD, pseudogene
ENSG00000183840.6	0	0	0	6	0	0	0	0	GPR39	chr2	protein_coding	G protein-coupled receptor 39
ENSG00000273080.1	5	2	2	7	45	59	34	45	RP11-301O19.1	chr2	antisense	--
ENSG00000189190.8	683	410	112	180	86	104	89	82	ZNF600	chr19	protein_coding	zinc finger protein 600
ENSG00000117592.8	2530	2014	1666	3410	5080	4604	5327	3750	PRDX6	chr1	protein_coding	peroxiredoxin 6
ENSG00000251391.4	0	0	0	0	0	1	0	0	RP11-305P14.1	chr5	lincRNA	--
ENSG00000124391.4	32	18	8	16	0	0	3	0	IL17C	chr16	protein_coding	interleukin 17C
ENSG00000197016.11	60	29	4	16	0	0	0	0	ZNF470	chr19	protein_coding	zinc finger protein 470
ENSG00000183542.5	36	1	0	26	0	1	0	0	KLRC4	chr12	protein_coding	killer cell lectin-like receptor subfamily C, member 4
ENSG00000242175.3	0	0	0	0	0	1	1	0	RN7SL127P	chr4	misc_RNA	RNA, 7SL, cytoplasmic 127, pseudogene
ENSG00000231663.1	124	129	59	96	42	48	42	36	RP5-827C21.4	chr1	antisense	--
ENSG00000278244.1	4	8	5	2	2	1	0	0	UPF3BP3	chrX	unprocessed_pseudogene	UPF3B pseudogene 3
ENSG00000187243.16	2	0	2	0	96	81	87	57	MAGED4B	chrX	protein_coding	melanoma antigen family D4B
ENSG00000188107.13	1	0	13	5	3	2	2	0	EYS	chr6	protein_coding	eyes shut homolog (Drosophila)
ENSG00000180257.12	68	32	38	69	160	257	198	158	ZNF816	chr19	protein_coding	zinc finger protein 816
ENSG00000223414.2	1	4	2	2	6	5	2	0	LINC00473	chr6	lincRNA	long intergenic non-protein coding RNA 473
ENSG00000185437.13	19	14	9	15	270	281	231	174	SH3BGR	chr21	protein_coding	SH3 domain binding glutamate-rich protein
ENSG00000265123.2	1	11	8	1	0	0	0	0	RN7SL200P	chr6	misc_RNA	RNA, 7SL, cytoplasmic 200, pseudogene
ENSG00000236928.3	3	3	6	7	0	0	0	0	RP11-792A8.1	chr7	processed_pseudogene	--
ENSG00000185198.11	88	237	32	73	109	119	83	58	PRSS57	chr19	protein_coding	protease, serine, 57
ENSG00000277587.1	1	8	37	1	0	0	1	0	CTD-3116E22.8	chr19	lincRNA	--
ENSG00000232611.1	21	60	34	17	130	113	150	71	RP11-1114A5.4	chrX	lincRNA	--
ENSG00000103066.12	311	455	251	403	723	636	686	458	PLA2G15	chr16	protein_coding	phospholipase A2, group XV
ENSG00000259379.1	8	6	21	55	0	0	0	0	RP11-925D8.5	chr15	processed_pseudogene	--
ENSG00000136573.12	721	1586	1065	776	922	797	982	564	BLK	chr8	protein_coding	BLK proto-oncogene, Src family tyrosine kinase
ENSG00000113739.10	3	0	2	3	1245	1372	2062	1270	STC2	chr5	protein_coding	stanniocalcin 2
ENSG00000115255.10	111	138	34	75	442	378	385	293	REEP6	chr19	protein_coding	receptor accessory protein 6
ENSG00000198856.12	1201	754	421	1936	5768	7363	4759	4593	OSTC	chr4	protein_coding	oligosaccharyltransferase complex subunit (non-catalytic)
ENSG00000006634.7	449	154	86	953	1792	2481	2229	1721	DBF4	chr7	protein_coding	DBF4 zinc finger
ENSG00000112761.18	0	2	7	0	0	0	1	0	WISP3	chr6	protein_coding	WNT1 inducible signaling pathway protein 3
ENSG00000275069.1	0	0	0	0	4	6	3	2	GNAS-AS1_5	chr20	misc_RNA	--
ENSG00000136014.11	67	25	8	7	1884	2932	2358	1806	USP44	chr12	protein_coding	ubiquitin specific peptidase 44
ENSG00000273442.1	3	1	0	0	9	18	17	6	AC006946.17	chr22	lincRNA	--
ENSG00000279433.1	8	17	45	31	0	1	3	2	RP11-4B16.1	chr18	TEC	--
ENSG00000131778.17	789	567	308	1100	3207	3531	3129	2464	CHD1L	chr1	protein_coding	chromodomain helicase DNA binding protein 1-like
ENSG00000220583.1	0	1	0	1	5	10	3	8	RPL35P2	chr6	processed_pseudogene	ribosomal protein L35 pseudogene 2
ENSG00000186940.6	0	0	0	0	0	0	1	0	CHCHD2P9	chr9	processed_pseudogene	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 9
ENSG00000279727.1	34	18	22	24	0	0	0	0	RP11-640L9.1	chr3	lincRNA	--
ENSG00000089154.10	1514	1381	541	1825	7127	6325	7100	4909	GCN1L1	chr12	protein_coding	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)
ENSG00000172602.9	14	15	8	13	144	178	169	103	RND1	chr12	protein_coding	Rho family GTPase 1
ENSG00000180662.8	0	1	0	0	0	0	0	0	RPL21P8	chr14	processed_pseudogene	ribosomal protein L21 pseudogene 8
ENSG00000226777.7	344	395	265	385	121	153	139	95	KIAA0125	chr14	lincRNA	KIAA0125
ENSG00000256797.1	1	0	0	0	1	5	2	2	KLRF2	chr12	protein_coding	killer cell lectin-like receptor subfamily F, member 2
ENSG00000146013.10	1	0	0	0	144	129	142	101	GFRA3	chr5	protein_coding	GDNF family receptor alpha 3
ENSG00000102158.19	1266	762	460	1996	2856	3543	3169	2517	MAGT1	chrX	protein_coding	magnesium transporter 1
ENSG00000155011.8	3	0	0	0	0	0	0	0	DKK2	chr4	protein_coding	dickkopf WNT signaling pathway inhibitor 2
ENSG00000101084.16	242	152	427	597	1024	1242	948	786	C20orf24	chr20	protein_coding	chromosome 20 open reading frame 24
ENSG00000129250.11	622	695	338	938	3165	2970	3342	2088	KIF1C	chr17	protein_coding	kinesin family member 1C
ENSG00000197536.10	688	513	273	1260	663	680	634	519	C5orf56	chr5	protein_coding	chromosome 5 open reading frame 56
ENSG00000277957.1	9779	8238	6097	17978	46572	44609	47585	33803	SENP3-EIF4A1	chr17	protein_coding	SENP3-EIF4A1 readthrough (NMD candidate)
ENSG00000147485.12	0	0	1	1	3	3	0	0	PXDNL	chr8	protein_coding	peroxidasin-like
ENSG00000236896.1	0	0	0	0	1	0	0	0	RP11-535C21.3	chr9	antisense	--
ENSG00000209482.1	3	2	1	9	6	13	9	5	SNORD83A	chr22	snoRNA	small nucleolar RNA, C/D box 83A
ENSG00000271657.1	1	0	0	0	0	0	0	0	RP11-270B14.1	chr2	processed_pseudogene	--
ENSG00000272045.1	11	13	10	13	4	5	4	2	MIR1914	chr20	miRNA	microRNA 1914
ENSG00000110931.18	1464	986	3115	2691	4727	4580	4942	3272	CAMKK2	chr12	protein_coding	calcium/calmodulin-dependent protein kinase kinase 2, beta
ENSG00000237346.1	0	2	0	1	0	1	1	1	RP3-448I9.2	chr6	lincRNA	--
ENSG00000125970.11	5039	4987	6291	7968	14106	13201	13649	9571	RALY	chr20	protein_coding	RALY heterogeneous nuclear ribonucleoprotein
ENSG00000264268.1	0	0	0	0	1	4	2	3	MIR4767	chrX	miRNA	microRNA 4767
ENSG00000231665.1	0	0	0	9	5	4	1	3	OGFOD1P1	chr13	processed_pseudogene	2-oxoglutarate and iron-dependent oxygenase domain containing 1 pseudogene 1
ENSG00000271981.1	0	0	0	0	1	0	1	1	RP11-573G6.8	chr10	lincRNA	--
ENSG00000265683.1	0	0	0	0	16	15	25	13	RP11-173M1.5	chr17	processed_pseudogene	--
ENSG00000114209.14	698	233	364	1326	1766	2419	1574	1417	PDCD10	chr3	protein_coding	programmed cell death 10
ENSG00000131788.15	526	378	238	610	915	942	1164	753	PIAS3	chr1	protein_coding	protein inhibitor of activated STAT, 3
ENSG00000176842.14	2	0	0	1	560	598	654	461	IRX5	chr16	protein_coding	iroquois homeobox 5
ENSG00000240549.2	0	0	0	0	1	0	0	0	THOC7-AS1	chr3	antisense	THOC7 antisense RNA 1
ENSG00000233286.1	1	0	0	0	0	0	0	0	MTND3P10	chr2	processed_pseudogene	MT-ND3 pseudogene 10
ENSG00000266446.1	1	0	0	0	0	0	0	0	RP11-149I2.4	chr9	sense_intronic	--
ENSG00000260447.1	1	0	0	0	1	0	1	1	RP11-304L19.2	chr16	antisense	--
ENSG00000279756.1	7	46	302	41	0	0	0	0	CTD-2385L22.2	chr16	TEC	--
ENSG00000170222.11	378	291	150	422	278	354	260	236	ADPRM	chr17	protein_coding	ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent
ENSG00000105722.9	712	635	2297	889	2512	2315	2777	1672	ERF	chr19	protein_coding	Ets2 repressor factor
ENSG00000121904.17	5	22	17	23	0	0	0	0	CSMD2	chr1	protein_coding	CUB and Sushi multiple domains 2
ENSG00000225933.1	0	8	0	1	0	0	0	0	AC133965.1	chr2	processed_pseudogene	--
ENSG00000239523.5	22	22	12	19	67	58	52	38	MYLK-AS1	chr3	antisense	MYLK antisense RNA 1
ENSG00000169989.2	1	0	0	0	75	94	84	65	TIGD4	chr4	protein_coding	tigger transposable element derived 4
ENSG00000230539.1	2	0	2	6	0	0	0	0	AOAH-IT1	chr7	sense_intronic	AOAH intronic transcript 1
ENSG00000227113.2	0	2	0	2	1	1	1	0	RP11-460N20.4	chr7	unprocessed_pseudogene	--
ENSG00000133169.5	15	13	22	156	4768	5040	4649	3478	BEX1	chrX	protein_coding	brain expressed, X-linked 1
ENSG00000272831.1	149	216	185	185	128	129	131	76	RP11-792A8.4	chr7	antisense	--
ENSG00000162769.12	310	317	193	436	1008	1137	1142	746	FLVCR1	chr1	protein_coding	feline leukemia virus subgroup C cellular receptor 1
ENSG00000173726.10	3307	2153	1046	4055	5930	7664	6429	4925	TOMM20	chr1	protein_coding	translocase of outer mitochondrial membrane 20 homolog (yeast)
ENSG00000065150.18	1132	721	359	1987	11460	14351	11823	9762	IPO5	chr13	protein_coding	importin 5
ENSG00000253345.1	0	0	0	0	1	0	0	0	IGHVII-22-1	chr14	IG_V_pseudogene	immunoglobulin heavy variable (II)-22-1 (pseudogene)
ENSG00000135678.11	251	299	357	295	0	0	2	1	CPM	chr12	protein_coding	carboxypeptidase M
ENSG00000103489.11	633	213	165	733	303	251	290	180	XYLT1	chr16	protein_coding	xylosyltransferase I
ENSG00000160190.13	570	295	288	824	828	872	925	589	SLC37A1	chr21	protein_coding	solute carrier family 37 (glucose-6-phosphate transporter), member 1
ENSG00000258781.2	0	0	0	0	5	6	0	0	RP11-496I2.4	chr14	unprocessed_pseudogene	--
ENSG00000243124.3	0	0	1	0	0	0	0	0	RN7SL643P	chr6	misc_RNA	RNA, 7SL, cytoplasmic 643, pseudogene
ENSG00000244945.1	6	2	3	5	7	9	5	4	RP11-1379J22.2	chr5	antisense	--
ENSG00000227908.3	30	47	20	12	3	5	5	5	FLJ31104	chr5	antisense	--
ENSG00000249474.1	0	0	0	0	4	2	1	0	RP11-49I4.3	chr3	antisense	--
ENSG00000262624.1	1	2	0	0	28	18	21	8	RP11-104H15.9	chr17	antisense	--
ENSG00000265073.1	6	9	5	1	8	6	2	2	AC010761.6	chr17	antisense	--
